codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,salario,horas_trabajadas,educacion,experiencia_potencial,salario_horario
TQSMNOQVWHKMLOCDEHPJB00811539,2023,3,Noroeste,29,15/07/1972,51,asistio,"Superior
Universitaria
Incompleta",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,300000,60,14,32,1250
TQRMNORQQHKMLLCDEHJGH00790153,2023,3,Noroeste,23,12/10/1948,74,asistio,"Superior
Universitaria
Completa",Privada,5601,Varon,Cuenta propia,unico,Sabe leer y escribir,30000,6,16,53,1250
TQRMNOUVRHKOLPCDEHIBB00790052,2023,3,Noroeste,22,18/06/1981,42,asistio,"Secundaria
Completa",Privada,9200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,250000,40,13,24,1562.5
TQRMNOSSQHKMLTCDEIKAH00792481,2023,3,Pampeana,34,29/03/1971,52,asistio,"Superior
Universitaria
Completa",Privada,6100,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,40,16,31,937.5
TQRMNOPYWHJMKRCDEHGHJ00784175,2023,3,Patagonia,20,30/09/1990,32,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,300000,40,16,11,1875
TQRMNOTRRHJOKPCDEFJAH00781958,2023,3,Pampeana,3,01/10/1975,47,asistio,"Primaria
Completa",Privada,102,Mujer,Cuenta propia,unico,Sabe leer y escribir,55000,48,8,34,286.4583333333333
TQRMNOSXYHMKKMCDEIOAH00813137,2023,3,Pampeana,38,28/04/1998,25,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,140000,60,16,4,583.3333333333334
TQRMNOVRQHJKKUCDEFLID00782276,2023,3,Pampeana,5,04/07/2000,23,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,65000,18,13,5,902.7777777777778
TQRMNOPXTHLMLPCDEOHCH00808287,2023,3,Patagonia,91,31/07/1976,47,asistio,"Secundaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,24,12,30,2083.3333333333335
TQRMNOSYXHKOMTCDEIJAH00791813,2023,3,Gran Buenos Aires,33,17/03/1975,48,asistio,"Secundaria
Incompleta",Privada,4904,Varon,Cuenta propia,unico,Sabe leer y escribir,300000,24,10,33,3125
TQRMNOUPQHMMKUCDEHMHF00811265,2023,3,Cuyo,26,20/09/1982,41,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,390000,45,19,17,2166.6666666666665
TQRMNOSTQHLOLQCDEFNFF00804155,2023,3,Noreste,7,20/04/1957,66,asistio,"Primaria
Completa",Privada,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,120000,30,8,53,1000
TQRMNORXPHJLSSCDEIJAH00812834,2023,3,Gran Buenos Aires,33,03/09/1995,27,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9501,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,15,7,1250
TQRMNOSQRHLMOLCDEIIAD00811898,2023,3,Gran Buenos Aires,32,29/05/1984,39,asistio,"Superior
Universitaria
Completa",Privada,8509,Mujer,Cuenta propia,multiples,Sabe leer y escribir,500000,31,19,15,4032.2580645161293
TQRMNOUYRHJOLQCDEFLID00782247,2023,3,Pampeana,5,30/06/1997,26,asistio,"Secundaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,85000,24,12,9,885.4166666666666
TQRMNORWQHJOLUCDEFKID00782055,2023,3,Pampeana,4,01/01/1900,61,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,27000,9,8,48,750
TQRMNOPRQHLMKTCDEGKDB00805023,2023,3,Pampeana,14,07/07/1981,42,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,48000,18,8,29,666.6666666666666
TQRMNOTSRHKMKQCDEIIAD00812068,2023,3,Gran Buenos Aires,32,11/06/1996,27,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,250000,29,13,9,2155.1724137931033
TQRMNOQRUHLOKQCDEOJAH00808432,2023,3,Patagonia,93,28/03/1961,62,asistio,"Primaria
Incompleta",Privada,4000,Varon,Patron,unico,Sabe leer y escribir,100000,30,4,53,833.3333333333334
TQRMNOQXWHMNLQCDEGLDF00810230,2023,3,Noreste,15,30/03/2002,21,asistio,"Secundaria
Completa",Privada,1800,Mujer,Cuenta propia,unico,Sabe leer y escribir,170000,15,13,3,2833.3333333333335
TQRMNOPXVHKMLOCDEGKDB00789221,2023,3,Pampeana,14,17/05/1993,30,asistio,"Secundaria
Completa",Privada,1800,Varon,Patron,multiples,Sabe leer y escribir,160000,48,13,12,833.3333333333334
TQRMNOSVQHMLKRCDEIJAH00812707,2023,3,Gran Buenos Aires,33,04/11/1952,70,asistio,"Superior
Universitaria
Completa",Privada,7400,Mujer,Cuenta propia,unico,Sabe leer y escribir,140000,25,16,49,1400
TQRMNORQVHKMKNCDEIHJF00791177,2023,3,Patagonia,31,30/04/1995,28,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,300000,35,19,4,2142.8571428571427
TQRMNORTTHLOKPCDEFMDB00803967,2023,3,Pampeana,6,03/02/1967,56,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,25,13,38,1000
TQRMNOQXXHLKLRCDEGJBF00804809,2023,3,Pampeana,13,12/07/1997,26,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4811,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,55000,35,17,4,392.85714285714283
TQRMNOQUVHMOMLCDEHPJB00811487,2023,3,Noroeste,29,05/04/1999,24,asistio,"Superior
Universitaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,40,14,5,500
TQRMNOSURHKMMMCDEIKAH00792534,2023,3,Pampeana,34,19/11/1977,45,asiste actualmente,"Secundaria
Incompleta",Estatal,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,30,11,29,1500
TQRMNORPPHKOKMCDEGGFB00788516,2023,3,Cuyo,10,25/01/2000,23,asistio,"Secundaria
Completa",Privada,4804,Mujer,Obrero o empleado,unico,Sabe leer y escribir,120000,48,13,5,625
TQSMNOQPUHKOLNCDEFOCD00788372,2023,3,Noreste,8,29/01/1987,36,asistio,"Secundaria
Completa",Privada,6800,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,13,18,1250
TQRMNORWRHLMKUCDEOHCH00808336,2023,3,Patagonia,91,04/10/1967,56,asistio,"Superior
Universitaria
Completa",Privada,4808,Mujer,Obrero o empleado,unico,Sabe leer y escribir,230000,48,16,35,1197.9166666666667
TQRMNOQVUHMOLPCDEFNFF00809358,2023,3,Noreste,7,23/10/1999,23,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,56,13,5,803.5714285714286
TQRMNOPRYHMNLOCDEFPCH00809538,2023,3,Patagonia,9,26/12/1972,50,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,200000,45,8,37,1111.111111111111
TQRMNOVQTHKMKPCDEFNFF00809303,2023,3,Noreste,7,28/09/1999,23,asistio,"Secundaria
Completa",Privada,4803,Varon,Patron,unico,Sabe leer y escribir,300000,53,13,5,1415.0943396226414
TQRMNOSQUHJMLQCDEGNFJ00783749,2023,3,Patagonia,17,30/10/1975,47,asistio,"Secundaria
Completa",Privada,2500,Varon,Obrero o empleado,unico,Sabe leer y escribir,480000,44,13,29,2727.2727272727275
TQRMNORTXHMOKSCDEGPDJ00810692,2023,3,Noroeste,19,11/07/1984,39,asistio,"Superior
Universitaria
Completa",Estatal,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,300000,40,19,15,1875
TQRMNORUYHJNKOCDEHLEH00784544,2023,3,Noroeste,25,01/01/1900,48,asistio,"Secundaria
Completa",Privada,1502,Mujer,Obrero o empleado,unico,Sabe leer y escribir,140000,40,13,30,875
TQRMNOPTUHLKKRCDEFKID00803622,2023,3,Pampeana,4,01/01/1900,53,asistio,"Superior
Universitaria
Completa",Privada,8509,Mujer,Obrero o empleado,unico,Sabe leer y escribir,300000,50,19,29,1500
TQRMNOSURHKMKNCDEHLEH00790399,2023,3,Noroeste,25,01/01/1900,36,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,190000,20,16,15,2375
TQRMNORSWHMMKQCDEHPJB00811512,2023,3,Noroeste,29,01/01/1900,57,asistio,"Primaria
Completa",Privada,4903,Varon,Cuenta propia,unico,Sabe leer y escribir,80000,9,8,44,2222.222222222222
TQRMNORXTHJLKTCDEGNFJ00783753,2023,3,Patagonia,17,01/01/1900,27,asistio,"Secundaria
Completa",Privada,1009,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,70,13,9,357.14285714285717
TQRMNOSXWHKMKMCDEGOIH00789639,2023,3,Noroeste,18,31/03/1975,48,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,40,13,30,1125
TQRMNOQUPHMLMMCDEHPJB00811633,2023,3,Noroeste,29,12/08/1966,56,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Cuenta propia,multiples,Sabe leer y escribir,59991,50,19,32,299.955
TQRMNQQYYHJOKUCDEHIBB00784222,2023,3,Noroeste,22,24/06/1979,44,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,400000,40,16,23,2500
TQRMNOPPTHLOKQCDEGJBF00804835,2023,3,Pampeana,13,03/04/1962,61,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,60,8,48,416.6666666666667
TQRMNOQYWHMOLPCDEGIBJ00809837,2023,3,Noreste,12,15/07/1989,34,asistio,"Secundaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,65000,12,13,16,1354.1666666666667
TQRMNORSWHMMKQCDEHPJB00811512,2023,3,Noroeste,29,30/06/1983,40,asistio,"Secundaria
Incompleta",Privada,4810,Varon,Cuenta propia,unico,Sabe leer y escribir,150000,56,10,25,669.6428571428571
TQRMNOQWTHMLKNCDEHJGH00810966,2023,3,Noroeste,23,15/05/1979,44,asistio,"Secundaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,60000,20,13,26,750
TQRMNOPXSHJMLLCDEHIBB00784283,2023,3,Noroeste,22,25/04/1965,58,asistio,"Secundaria
Completa",Estatal,8800,Varon,Obrero o empleado,unico,Sabe leer y escribir,140000,48,13,40,729.1666666666666
TQRMNOTYVHJMOLCDEIJAH00791647,2023,3,Gran Buenos Aires,33,12/11/2001,21,asistio,"Secundaria
Completa",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,45,13,3,1111.111111111111
TQRMNORQXHKMLNCDEGIBJ00809843,2023,3,Noreste,12,26/03/1993,30,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,48,13,12,937.5
TQRMNORRWHJNNUCDEIIAD00806887,2023,3,Gran Buenos Aires,32,17/08/1977,46,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,250000,35,19,22,1785.7142857142858
TQRMNOQTTHMKKPCDEGNFJ00810349,2023,3,Patagonia,17,11/04/1970,53,asistio,"Superior
Universitaria
Completa",Privada,600,Varon,Obrero o empleado,unico,Sabe leer y escribir,980000,48,19,29,5104.166666666667
TQRMNOTXRHJNKOCDEIHJF00785300,2023,3,Patagonia,31,05/10/1978,44,asistio,"Superior
Universitaria
Incompleta",Privada,2603,Varon,Obrero o empleado,unico,Sabe leer y escribir,230000,45,15,24,1277.7777777777778
TQRMNORXTHKOLSCDEIJAH00795566,2023,3,Gran Buenos Aires,33,10/08/1968,55,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,80000,20,8,42,1000
TQRMNORWWHMMTRCDEIJAH00812642,2023,3,Gran Buenos Aires,33,17/10/1996,26,asistio,"Secundaria
Completa",Privada,4502,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,60,13,8,416.6666666666667
TQRMNOQRUHKOKOCDEFJAH00787472,2023,3,Pampeana,3,14/05/1979,44,asistio,"Superior
Universitaria
Incompleta",Privada,300,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,15,24,1250
TQRMNOQTVHKMLQCDEFMDB00787960,2023,3,Pampeana,6,09/11/1986,36,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,80000,42,13,18,476.1904761904762
TQRMNOPYQHLOKMCDEFKID00803675,2023,3,Pampeana,4,01/01/1900,45,asistio,"Secundaria
Completa",Privada,4807,Mujer,Obrero o empleado,unico,Sabe leer y escribir,130000,30,13,27,1083.3333333333333
TQRMNOSVRHLMKPCDEIKAH00812896,2023,3,Pampeana,34,01/01/1900,69,asistio,"Secundaria
Incompleta",Privada,1400,Mujer,Cuenta propia,unico,Sabe leer y escribir,20000,18,10,54,277.77777777777777
TQRMNOVTSHJLLUCDEIIAD00806976,2023,3,Gran Buenos Aires,32,01/01/1900,32,asistio,"Superior
Universitaria
Completa",Privada,6900,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,40,19,8,937.5
TQRMNORQSHMOLRCDEGJBF00809891,2023,3,Pampeana,13,23/06/1971,52,asistio,"Secundaria
Incompleta",Privada,4000,Mujer,Obrero o empleado,unico,Sabe leer y escribir,80000,16,11,36,1250
TQRMNORSPHJOMOCDEIIAD00806989,2023,3,Gran Buenos Aires,32,20/04/1976,47,asistio,"Secundaria
Completa",Privada,8000,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,190000,55,13,29,863.6363636363636
TQRMNOQRUHLKPRCDEIJAH00807811,2023,3,Gran Buenos Aires,33,15/07/1999,24,asistio,"Secundaria
Completa",Privada,6500,Varon,Obrero o empleado,unico,Sabe leer y escribir,150000,40,13,6,937.5
TQRMNOSVXHKMKUCDEFLID00787872,2023,3,Pampeana,5,23/12/1972,50,asistio,"Superior
Universitaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,50000,24,16,29,520.8333333333334
TQRMNOUPVHMMLQCDEIMBF00813007,2023,3,Pampeana,36,02/10/1985,37,asistio,"Superior
Universitaria
Incompleta",Privada,4804,Mujer,Cuenta propia,multiples,Sabe leer y escribir,8991,40,14,18,56.19375
TQRMNOVVTHLOKSCDEOHCH00808383,2023,3,Patagonia,91,28/12/1995,27,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,25000,45,8,14,138.88888888888889
TQRMNOSSVHJKKQCDEGLDF00789442,2023,3,Noreste,15,14/04/1983,40,asistio,"Superior
Universitaria
Completa",Privada,7400,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,19,16,1250
TQRMNOVVYHMKKRCDEHPJB00811488,2023,3,Noroeste,29,24/10/1967,55,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,400000,40,15,35,2500
TQRMNORTSHKOKQCDEOJAH00793005,2023,3,Patagonia,93,21/07/1997,26,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,95000,36,8,13,659.7222222222222
TQRMNOQQRHKOLNCDEFOCD00788384,2023,3,Noreste,8,29/04/1993,30,asistio,"Secundaria
Completa",Privada,8200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,95000,36,13,12,659.7222222222222
TQRMNOPPYHKMKOCDEHJGH00790172,2023,3,Noroeste,23,19/06/1989,34,asistio,"Secundaria
Completa",Privada,4807,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,64000,30,13,16,533.3333333333334
TQRMNORWUHLNLPCDEFNFF00804261,2023,3,Noreste,7,19/02/1980,43,asistio,"Superior
Universitaria
Completa",Privada,8000,Varon,Cuenta propia,unico,Sabe leer y escribir,300000,39,16,22,1923.076923076923
TQRMNOSRRHJNKOCDEHJGH00805872,2023,3,Noroeste,23,24/04/1995,28,asistio,"Secundaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,40000,26,8,15,384.61538461538464
TQRMNOSVRHMMLOCDEHJGH00810972,2023,3,Noroeste,23,01/01/1900,55,asistio,"Secundaria
Completa",Privada,1009,Mujer,Cuenta propia,multiples,Sabe leer y escribir,55000,71,13,37,193.66197183098592
TQRMNOTRVHLKMQCDEIIAD00806851,2023,3,Gran Buenos Aires,32,01/08/1996,26,asistio,"Superior
Universitaria
Completa",Otra,8402,Varon,Obrero o empleado,unico,Sabe leer y escribir,350000,35,16,5,2500
TQRMNOPXXHLOKPCDEIMBF00808087,2023,3,Pampeana,36,24/03/1988,35,asistio,"Superior
Universitaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,48,16,14,1041.6666666666667
TQSMNOPWVHKNLTCDEFKID00808915,2023,3,Pampeana,4,01/01/1900,41,asistio,"Secundaria
Completa",Privada,9409,Varon,Obrero o empleado,unico,Sabe leer y escribir,260000,40,13,23,1625
TQRMNOQVXHMOKSCDEOJAH00813419,2023,3,Patagonia,93,17/10/1993,29,asistio,"Secundaria
Completa",Privada,103,Varon,Obrero o empleado,unico,Sabe leer y escribir,120000,36,13,11,833.3333333333334
TQRMNOSSUHJMKUCDEFMDB00782398,2023,3,Pampeana,6,03/10/1970,52,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,750000,45,19,28,4166.666666666667
TQRMNOVPWHLMLNCDEHIBB00805812,2023,3,Noroeste,22,03/03/1987,36,asistio,"Primaria
Completa",Privada,2500,Mujer,Cuenta propia,unico,Sabe leer y escribir,28000,18,8,23,388.8888888888889
TQRMNOPUSHMOLSCDEFJAH00808727,2023,3,Pampeana,3,15/04/1965,58,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,60000,20,8,45,750
TQRMNOTQPHKLKPCDEHLEH00790420,2023,3,Noroeste,25,01/01/1900,42,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,120000,30,16,21,1000
TQRMNOQXXHJLKMCDEIOAH00787001,2023,3,Pampeana,38,25/03/2000,23,asistio,"Secundaria
Completa",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,110000,55,13,5,500
TQRMNOSQWHJMQNCDEIJAH00785768,2023,3,Gran Buenos Aires,33,06/11/1972,50,asistio,"Superior
Universitaria
Incompleta",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,110000,32,14,31,859.375
TQRMNOURPHKOOPCDEIIAD00791262,2023,3,Gran Buenos Aires,32,23/05/1980,43,asistio,"Superior
Universitaria
Incompleta",Estatal,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,320000,40,15,23,2000
TQRMNOPSWHKNKNCDEFMDB00787947,2023,3,Pampeana,6,02/10/1973,49,asistio,"Primaria
Incompleta",Privada,4807,Varon,Patron,unico,Sabe leer y escribir,45000,42,4,40,267.85714285714283
TQRMNOQYQHKKKOCDEIMBF00792626,2023,3,Pampeana,36,22/02/2001,22,asistio,"Secundaria
Completa",Privada,7000,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,13,4,1250
TQRMNOPQSHJLKMCDEIOAH00786988,2023,3,Pampeana,38,08/01/1992,31,asistio,"Secundaria
Completa",Privada,2400,Varon,Obrero o empleado,unico,Sabe leer y escribir,262000,36,13,13,1819.4444444444443
TQRMNOSPPHMOKMCDEHLEH00811170,2023,3,Noroeste,25,10/11/1995,27,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,50000,30,11,11,416.6666666666667
TQRMNORQWHJMLLCDEGGFB00809657,2023,3,Cuyo,10,13/03/1989,34,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,30,19,10,1666.6666666666667
TQRMNOQTWHKKKNCDEIHJF00791218,2023,3,Patagonia,31,28/06/1988,35,asistio,"Secundaria
Completa",Privada,2701,Varon,Obrero o empleado,unico,Sabe leer y escribir,360000,45,13,17,2000
TQRMNORSWHJOLOCDEHNHB00784751,2023,3,Cuyo,27,03/10/1999,23,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,70000,50,16,2,350
TQRMNORYPHMMMPCDEGJBF00810029,2023,3,Pampeana,13,27/10/2004,18,asiste actualmente,"Secundaria
Incompleta",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,40000,40,11,2,250
TQRMNOPUYHLLKRCDEGGFB00809630,2023,3,Cuyo,10,09/02/1999,24,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,220000,36,17,2,1527.7777777777778
TQRMNOSQWHJMQNCDEIJAH00785768,2023,3,Gran Buenos Aires,33,11/08/1972,51,asistio,"Superior
Universitaria
Incompleta",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,110000,32,14,32,859.375
TQRMNOSPQHJNLTCDEHJGH00784441,2023,3,Noroeste,23,10/03/2021,22,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,140000,44,13,4,795.4545454545455
TQRMNOTYTHMOKNCDEIMBF00813067,2023,3,Pampeana,36,26/09/1955,67,asistio,"Superior
Universitaria
Completa",Privada,7000,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,45,19,43,1000
TQRMNOQVVHKOLTCDEHJGH00790127,2023,3,Noroeste,23,09/02/1995,28,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,114500,38,13,10,753.2894736842105
TQRMNOQTXHJOLMCDEFMDB00782466,2023,3,Pampeana,6,28/05/1981,42,asistio,"Secundaria
Incompleta",Otra,9409,Varon,Obrero o empleado,unico,Sabe leer y escribir,40000,40,12,25,250
TQRMNORUYHJNLLCDEFPCH00782838,2023,3,Patagonia,9,22/04/1981,42,asistio,"Secundaria
Incompleta",Privada,8102,Mujer,Obrero o empleado,unico,Sabe leer y escribir,170000,46,9,28,923.9130434782609
TQRMNORXWHLNLOCDEGPDJ00805598,2023,3,Noroeste,19,29/07/1986,37,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,140000,45,19,13,777.7777777777778
TQRMNOPQWHKMLQCDEHNHB00790703,2023,3,Cuyo,27,19/11/1985,37,asistio,"Secundaria
Completa",Privada,8509,Mujer,Cuenta propia,unico,Sabe leer y escribir,20000,12,13,19,416.6666666666667
TQRMNOSSPHKMTTCDEIJAH00792097,2023,3,Gran Buenos Aires,33,26/12/1976,46,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,200000,32,16,25,1562.5
TQRMNORXSHJMLLCDEFMDB00782406,2023,3,Pampeana,6,06/05/1983,40,asistio,"Superior
Universitaria
Completa",Privada,6300,Varon,Obrero o empleado,multiples,Sabe leer y escribir,480000,55,19,16,2181.818181818182
TQRMNORVWHJMLTCDEGJBF00783352,2023,3,Pampeana,13,14/11/1976,46,asistio,"Secundaria
Completa",Privada,4808,Mujer,Patron,unico,Sabe leer y escribir,160000,40,13,28,1000
TQRMNOPYQHKOKSCDEGKDB00789369,2023,3,Pampeana,14,28/10/1982,40,asistio,"Primaria
Completa",Privada,1600,Varon,Obrero o empleado,unico,Sabe leer y escribir,410000,40,8,27,2562.5
TQRMNOSUYHLORPCDEIJAH00812323,2023,3,Gran Buenos Aires,33,13/04/2001,22,asistio,"Secundaria
Completa",Privada,4801,Varon,Obrero o empleado,unico,Sabe leer y escribir,140000,44,13,4,795.4545454545455
TQRMNORQVHKMKNCDEIHJF00791177,2023,3,Patagonia,31,22/07/1972,51,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,300000,35,19,27,2142.8571428571427
TQRMNOSRVHLMMMCDEFKID00803738,2023,3,Pampeana,4,01/01/1900,52,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,150000,52,11,36,721.1538461538462
TQRMNORSVHKMLRCDEGJBF00789025,2023,3,Pampeana,13,12/08/1965,57,asistio,"Primaria
Completa",Privada,8102,Varon,Obrero o empleado,unico,Sabe leer y escribir,250000,42,8,44,1488.095238095238
TQRMNOPXXHMNLQCDEHJGH00810911,2023,3,Noroeste,23,26/07/2003,20,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,140000,44,10,5,795.4545454545455
TQRMNORPXHJLLMCDEHNHB00784864,2023,3,Cuyo,27,11/06/1963,60,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,300000,34,19,36,2205.8823529411766
TQRMNOTYWHJOLPCDEHLEH00784623,2023,3,Noroeste,25,01/01/1900,30,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,130000,40,16,9,812.5
TQRMNOQYUHKMPSCDEIJAH00791803,2023,3,Gran Buenos Aires,33,31/10/1976,46,asistio,"Superior
Universitaria
Completa",Privada,4502,Varon,Cuenta propia,multiples,Sabe leer y escribir,2525000,70,16,25,9017.857142857143
TQRMNOQRTHMOKPCDEGGFB00809750,2023,3,Cuyo,10,01/01/1900,31,asistio,"Secundaria
Completa",Privada,9700,Varon,Obrero o empleado,unico,Sabe leer y escribir,44991,20,13,13,562.3875
